City,level,PMs,PMs1,PMs2,yagao,myl,msg,xmn,soil,ocean,river,emission
Liupanshui City,9,0.330096182,0.313591373,0.016504809,0.101590097,0.042457389,0.094090814,0.091957881,0.014206974,0.077318821,0.142254237,0.233780032
Longyan City,9,0.261491654,0.248417071,0.013074583,0.08052547,0.03355034,0.074823662,0.072592183,0.011338057,0.061101033,0.112645636,0.185084726
Longnan City,9,0.243683418,0.231499247,0.012184171,0.074951133,0.03120893,0.069565282,0.067958073,0.010607217,0.056777936,0.104753638,0.172138791
Loudi City,9,0.356537055,0.338710202,0.017826853,0.110420599,0.045970269,0.101665913,0.098480274,0.015586445,0.082841714,0.153353866,0.251782025
Luzhou City,9,0.433579563,0.411900584,0.021678978,0.134114282,0.055809671,0.123629915,0.120025696,0.01898297,0.100938881,0.186044302,0.305966153
Luoyang City,9,0.628147987,0.596740587,0.031407399,0.193224907,0.080765903,0.179961111,0.174196067,0.038070052,0.121090574,0.223066148,0.382226774
Luohe City,9,0.244970359,0.232721841,0.012248518,0.075433873,0.031415159,0.070389361,0.067731966,0.010608274,0.057234046,0.105316242,0.173158562
L¨¹liang City,9,0.390760738,0.371222701,0.019538037,0.120193006,0.050439081,0.111776488,0.108352162,0.017070216,0.091431609,0.16793213,0.276433955
Ma'anshan City,9,0.192104864,0.182499621,0.009605243,0.059366508,0.024643147,0.054697344,0.053397865,0.008324415,0.044824129,0.082793384,0.135941928
Maoming City,9,0.629283146,0.597818989,0.031464157,0.194298693,0.080984775,0.180036194,0.173963484,0.038493275,0.148636378,0.194140123,0.381269776
Meishan City,9,0.316455952,0.300633154,0.015822798,0.097363389,0.04058729,0.09059205,0.087913223,0.013755501,0.073887155,0.136414932,0.224057588
Meizhou City,9,0.412255104,0.391642349,0.020612755,0.127190526,0.053200118,0.117526525,0.114337935,0.01773545,0.096577801,0.178067174,0.292380425
Mianyang City,9,0.481058215,0.457005304,0.024052911,0.147872997,0.061512488,0.137824782,0.133847948,0.020682877,0.112773514,0.207697105,0.341153496
Mudanjiang City,9,0.234434315,0.222712599,0.011721716,0.072024481,0.030230071,0.066916352,0.065263411,0.010160974,0.054862059,0.101012494,0.166035527
Nagqu City,9,0.043690314,0.041505798,0.002184516,0.013468879,0.00561114,0.012502899,0.012107395,0.001895861,0.010200483,0.01879895,0.030895294
Nanchang City,9,0.441509407,0.419433936,0.02207547,0.135878071,0.056828349,0.126300225,0.122502761,0.02696912,0.084319462,0.156095822,0.267384404
Nanchong City,9,0.654173927,0.621465231,0.032708696,0.200864092,0.084232914,0.1872076,0.181869322,0.028052765,0.153696524,0.282443777,0.464193066
Nanjing City,9,0.763597791,0.725417901,0.03817989,0.236348909,0.097543561,0.218350555,0.211354766,0.066579018,0.099041989,0.182423159,0.348044166
Nanning City,9,0.685942924,0.651645778,0.034297146,0.212105742,0.087933318,0.196386761,0.189517103,0.041880603,0.131431128,0.24234849,0.415660221
Nanping City,9,0.265096678,0.251841844,0.013254834,0.081898712,0.033909047,0.075790683,0.073498237,0.011387586,0.062086423,0.114249975,0.187723984
Nantong City,9,0.775879823,0.737085832,0.038793991,0.239352581,0.099670149,0.222342707,0.214514386,0.06769378,0.123962502,0.161520215,0.353176497
Nanyang City,9,0.94260098,0.895470931,0.047130049,0.290856598,0.12080588,0.26906623,0.261872272,0.057571902,0.181144053,0.332510029,0.571225984
Neijiang City,9,0.362867322,0.344723956,0.018143366,0.111955636,0.046606751,0.103659057,0.100645878,0.015706008,0.084856228,0.1560532,0.256615436
Ningbo City,9,0.609190238,0.578730726,0.030459512,0.188082469,0.078182553,0.173888101,0.169037115,0.052887136,0.097628297,0.128124186,0.278639619
Ningde City,9,0.281350884,0.26728334,0.014067544,0.08697204,0.036252712,0.080244998,0.077881135,0.012137618,0.081325319,0.105716352,0.199179289
Panzhihua City,9,0.093393891,0.088724196,0.004669695,0.028702775,0.012008014,0.026813897,0.025869204,0.004039215,0.021862896,0.040158645,0.066060756
Panjin City,9,0.120179442,0.11417047,0.006008972,0.036993448,0.015490444,0.03444642,0.033249131,0.005213335,0.034617248,0.045224627,0.08505521
Pingdingshan City,9,0.444436497,0.422214672,0.022221825,0.137347565,0.057259002,0.127262182,0.122567748,0.019158533,0.103914268,0.191752862,0.314825663
Pingliang City,9,0.208791031,0.19835148,0.010439552,0.064227064,0.027016006,0.059682034,0.057865927,0.009034328,0.048782059,0.089962853,0.14777924
Pingxiang City,9,0.181340216,0.172273205,0.009067011,0.055792464,0.023315294,0.052040132,0.050192326,0.007905953,0.042301866,0.077620666,0.127828485
Putian City,9,0.226376607,0.215057777,0.01131883,0.069893694,0.029071054,0.064919004,0.062492855,0.009778195,0.065011611,0.085732821,0.160522627
Puyang City,9,0.341641818,0.324559727,0.017082091,0.105706705,0.044027336,0.097392494,0.094515283,0.014731742,0.079763426,0.147391376,0.241886544
Pu'er City,9,0.226200065,0.214890061,0.011310003,0.069892758,0.029010475,0.064500866,0.062795965,0.009718438,0.052937728,0.097429086,0.160085252
Qitaihe City,9,0.072952025,0.069304423,0.003647601,0.022457507,0.009408359,0.020826881,0.020259278,0.003158891,0.017034718,0.031462367,0.051655976
Qiqihar City,9,0.496456496,0.471633672,0.024822825,0.152860046,0.064136425,0.142520695,0.136939331,0.021516949,0.115956408,0.213952634,0.351425991
Qinzhou City,9,0.326691552,0.310356975,0.016334578,0.100867155,0.042008527,0.093137587,0.090678284,0.014023448,0.093992677,0.123800353,0.231816478
Qinhuangdao City,9,0.292950636,0.278303104,0.014647532,0.090099156,0.037649143,0.084162377,0.08103996,0.012794974,0.083869608,0.109943361,0.206607943
Qingdao City,9,0.953172782,0.905514143,0.047658639,0.2926914,0.122331539,0.273162158,0.264987684,0.082870373,0.152050596,0.2002063,0.435127269
Qingyuan City,9,0.364602161,0.346372053,0.018230108,0.112641216,0.046788566,0.104204061,0.100968318,0.015877882,0.085325135,0.156636207,0.257839224
Qingyang City,9,0.210284224,0.199770012,0.010514211,0.064859932,0.026957167,0.060120364,0.058346761,0.009153876,0.048977264,0.0905434,0.14867454
Qujing City,9,0.580659335,0.551626368,0.029032967,0.178602087,0.074147889,0.166253763,0.161655596,0.025213682,0.13544077,0.249686809,0.410341261
Quzhou City,9,0.228021972,0.216620874,0.011401099,0.070454982,0.029207137,0.065187346,0.063172507,0.009825922,0.053353975,0.098335463,0.16151536
Quanzhou City,9,0.730226664,0.693715331,0.036511333,0.2244057,0.093737688,0.210159589,0.201923688,0.063733411,0.116678094,0.153511864,0.333923369
Shigatse City,9,0.049481107,0.047007052,0.002474055,0.01523609,0.006341766,0.014169702,0.013733549,0.002161449,0.01150709,0.021201829,0.034870368
Rizhao City,9,0.262142535,0.249035409,0.013107127,0.080760256,0.033599466,0.074995466,0.072787348,0.011356686,0.075768424,0.0984117,0.18553681
Sanmenxia City,9,0.216444309,0.205622093,0.010822215,0.066617278,0.027841849,0.061846759,0.060138422,0.009413818,0.050351097,0.092967946,0.152732861
Sanming City,9,0.222016508,0.210915683,0.011100825,0.068671777,0.028754317,0.063395041,0.061195373,0.00957417,0.05199407,0.095780838,0.157349078
Sanya City,9,0.067652662,0.064270029,0.003382633,0.020924295,0.008704637,0.019279048,0.018744682,0.002915156,0.019461356,0.025516199,0.047892711
Xiamen City,9,0.33795408,0.321056376,0.016897704,0.104345938,0.043393179,0.096468474,0.093746489,0.020771594,0.079514838,0.103848259,0.204134691
Shannan City,9,0.01379416,0.013104452,0.000689708,0.004240322,0.00178115,0.00394143,0.003831258,0.000590531,0.003233508,0.005970033,0.009794072
Shantou City,9,0.496284192,0.471469982,0.02481421,0.152658062,0.063845739,0.141937665,0.137842726,0.021451951,0.142961924,0.186549955,0.35096383
Shanwei City,9,0.267160637,0.253802605,0.013358032,0.082679072,0.034304811,0.075844559,0.074332196,0.011539286,0.077220396,0.100430764,0.189190446
Shangluo City,9,0.224321354,0.213105287,0.011216068,0.06915783,0.028800354,0.064070217,0.062292953,0.009776821,0.052381356,0.096492336,0.158650513
Shangqiu City,9,0.657789375,0.624899906,0.032889469,0.202533499,0.084568823,0.188920807,0.181766246,0.028336552,0.15384407,0.284447262,0.466627884
Shanghai,9,2.539217526,2.412256649,0.126960876,0.785488995,0.325957476,0.724217097,0.703553958,0.262814888,0.287377097,0.376683253,0.926875238
Shangrao City,9,0.630230602,0.598719072,0.03151153,0.193588764,0.08131468,0.180045851,0.175281308,0.027195192,0.147559514,0.272271178,0.447025884
Shaoguan City,9,0.288705087,0.274269833,0.014435254,0.088881164,0.037122042,0.082720343,0.079981538,0.012438305,0.067649173,0.124583271,0.204670749
Shaoyang City,9,0.621398623,0.590328692,0.031069931,0.1917505,0.07948599,0.177864287,0.172297846,0.026960965,0.144960813,0.267462834,0.439384612
Shaoxing City,9,0.390622035,0.371090933,0.019531102,0.120253085,0.050291805,0.111815035,0.10826211,0.023685311,0.074952902,0.138266715,0.236904928
Shenzhen City,9,1.435859781,1.364066791,0.071792989,0.440404697,0.184935639,0.410573642,0.399945803,0.147592008,0.163238642,0.214808136,0.525638786
Shenyang City,9,0.642421035,0.610299983,0.032121052,0.198300367,0.082568083,0.183189266,0.178363319,0.038985728,0.123829945,0.228129143,0.390944816
Shiyan City,9,0.280645653,0.26661337,0.014032283,0.086660581,0.036150926,0.080060926,0.07777322,0.012100325,0.065671445,0.12098713,0.1987589
Shijiazhuang City,9,0.997568446,0.947690023,0.049878422,0.308906684,0.12825968,0.284467023,0.275935059,0.060994136,0.190652467,0.35314086,0.604787463
Shizuishan City,9,0.078722162,0.074786054,0.003936108,0.02425502,0.010123872,0.022538779,0.021804491,0.00338467,0.018444777,0.033956594,0.055786041
Shuangyashan City,9,0.133146973,0.126489624,0.006657349,0.04102515,0.017145785,0.038009662,0.036966377,0.005764044,0.031198744,0.057196746,0.094159534
Shuozhou City,9,0.16933039,0.160863871,0.00846652,0.052212179,0.021723877,0.048451766,0.046942568,0.007349708,0.039528242,0.072964762,0.119842712
Siping City,9,0.307772429,0.292383807,0.015388621,0.094387844,0.039751763,0.088197938,0.085434884,0.013276775,0.071942764,0.132677755,0.217897294
Songyuan City,9,0.267154072,0.253796368,0.013357704,0.082361271,0.03438485,0.076313841,0.074094109,0.011561362,0.062649738,0.114905992,0.189117092
Suzhou City (Jiangsu),9,1.084297209,1.030082349,0.05421486,0.334896836,0.138905115,0.309043266,0.301451992,0.094574464,0.1409741,0.259988867,0.495537431
Suqian City,9,0.495929534,0.471133058,0.024796477,0.152402586,0.064085343,0.141735104,0.137706501,0.03031261,0.095002589,0.175383155,0.300698354
Suzhou City (Anhui),9,0.668537233,0.635110372,0.033426862,0.206066153,0.08576077,0.190456219,0.186254092,0.028595486,0.15704841,0.288865741,0.474509637
Suihua City,9,0.515170384,0.489411865,0.025758519,0.159325214,0.06642783,0.146854573,0.142562767,0.022344088,0.120382689,0.221618726,0.364345503
Suizhou City,9,0.16921566,0.160754877,0.008460783,0.052055375,0.02181488,0.048391688,0.046953716,0.007265326,0.039694147,0.073053089,0.120012562
Suining City,9,0.315077555,0.299323677,0.015753878,0.097054999,0.040634365,0.090201376,0.087186815,0.013702039,0.073407405,0.135503543,0.222612987
Tacheng Prefecture,9,0.090709163,0.086173705,0.004535458,0.02784754,0.011652911,0.026000187,0.025208526,0.003905244,0.021225953,0.039184334,0.064315531
Taizhou City (Zhejiang),9,0.537947531,0.511050154,0.026897377,0.166260758,0.069376387,0.153425201,0.148885184,0.032755228,0.12714522,0.16694637,0.326846818
Taiyuan City,9,0.379347455,0.360380082,0.018967373,0.116644662,0.048907797,0.1086481,0.105146895,0.023216657,0.072833155,0.133853736,0.229903548
Tai'an City,9,0.54287147,0.515727896,0.027143573,0.167146486,0.07003461,0.154915064,0.15077531,0.023633493,0.126555354,0.233256727,0.383445574
Taizhou City (Jiangsu),9,0.413023117,0.392371961,0.020651156,0.127337287,0.053132699,0.117887477,0.114665654,0.025119423,0.078929648,0.146252124,0.250301195
Tangshan City,9,0.728316286,0.691900472,0.036415814,0.224692521,0.093800955,0.208355431,0.20146738,0.044533653,0.171600823,0.223834375,0.439968851
Tianjin,9,1.470543435,1.397016264,0.073527172,0.45403678,0.188508636,0.420881766,0.407116253,0.128630478,0.235129382,0.306871883,0.670631743
Tianshui City,9,0.297259523,0.282396547,0.014862976,0.09166334,0.038128102,0.085064057,0.082404024,0.012934797,0.069465822,0.127645778,0.210046397
Tieling City,9,0.263532571,0.250355942,0.013176629,0.080881432,0.033854205,0.075494508,0.073302425,0.011498282,0.061403412,0.113128814,0.186030508
Tonghua City,9,0.203585543,0.193406265,0.010179277,0.062765653,0.026189344,0.058144763,0.056485781,0.008787418,0.047687299,0.087749429,0.144224146
Tongliao City,9,0.304947299,0.289699934,0.015247365,0.093818491,0.039067469,0.087382787,0.084678552,0.018720322,0.058256075,0.107480108,0.184456505
Tongchuan City,9,0.064723719,0.061487533,0.003236186,0.019978938,0.008307786,0.018430614,0.018006381,0.002822489,0.015115157,0.027817722,0.045755368
Tongling City,9,0.146034123,0.138732417,0.007301706,0.044903649,0.018824321,0.041793151,0.040513002,0.006302274,0.034144087,0.062944343,0.103390704
Tongren City,9,0.280378294,0.266359379,0.014018915,0.086657365,0.035848526,0.080267798,0.077604605,0.012054659,0.065521164,0.121160462,0.198736285
Turpan City,9,0.049634135,0.047152428,0.002481707,0.015274963,0.006368973,0.014178139,0.013812059,0.0021286,0.011620164,0.021401711,0.035150475
Weihai City,9,0.270824534,0.257283307,0.013541227,0.083747985,0.034788477,0.077502399,0.074785673,0.016517654,0.063989441,0.083553235,0.16406033
Weifang City,9,0.865946563,0.822649235,0.043297328,0.266084421,0.111450087,0.248013875,0.24039818,0.052981582,0.204391832,0.266188609,0.523562023
Weinan City,9,0.49751518,0.472639421,0.024875759,0.153627491,0.063876834,0.141811025,0.13819983,0.021458787,0.116107555,0.214583083,0.352149425
Wenzhou City,9,0.723071754,0.686918166,0.036153588,0.222360519,0.093051775,0.207264154,0.200395307,0.044012636,0.171122773,0.224063795,0.439199204
Wuhai City,9,0.048592406,0.046162786,0.00242962,0.014992872,0.006254569,0.013885783,0.013459183,0.002105006,0.011359985,0.020861873,0.034326864
Ulanqab City,9,0.182331509,0.173214934,0.009116575,0.056089712,0.023524845,0.05208097,0.050635982,0.007865797,0.042597365,0.078536632,0.128999794
¨¹r¨¹mqi City,9,0.339469443,0.322495971,0.016973472,0.10496183,0.043670637,0.097016846,0.09382013,0.020752471,0.064949267,0.119540227,0.205241965
Wuxi City,9,0.655396963,0.622627115,0.032769848,0.201682044,0.084338974,0.187591787,0.181784158,0.056982587,0.085011624,0.15709336,0.299087571
Wuhu City,9,0.329563326,0.31308516,0.016478166,0.101065567,0.042417678,0.093983877,0.092096204,0.020137923,0.063082227,0.116245266,0.199465416
Wuzhong City,9,0.139307603,0.132342222,0.00696538,0.042985602,0.017841649,0.039807505,0.038672846,0.006007629,0.032656699,0.060127779,0.098792107
Wuzhou City,9,0.302953321,0.287805655,0.015147666,0.0933901,0.038907405,0.086666048,0.083989769,0.013050675,0.070881701,0.130266757,0.214199133
Wuhan City,9,0.980520811,0.93149477,0.049026041,0.301853555,0.126206912,0.2797877,0.272672645,0.085552055,0.127127634,0.234522528,0.447202217
Wuwei City,9,0.176297774,0.167482885,0.008814889,0.05435644,0.022689334,0.05032531,0.04892669,0.007606201,0.041356993,0.075923192,0.124886386
Xi'an City,9,1.022148651,0.971041218,0.051107433,0.315395878,0.130783628,0.29340906,0.282560084,0.089077511,0.132904451,0.243351282,0.465333244
Xining City,9,0.176068113,0.167264708,0.008803406,0.054077491,0.022554297,0.050550583,0.048885742,0.007639035,0.041102477,0.07583168,0.124573192
Xishuangbanna Dai Autonomous Prefecture,9,0.088809233,0.084368771,0.004440462,0.027357998,0.011415751,0.025430711,0.024604773,0.003806433,0.020801673,0.038420455,0.063028561
Xianning City,9,0.215035099,0.204283344,0.010751755,0.066040122,0.027547398,0.061687806,0.059759774,0.009289924,0.050204218,0.092627324,0.152121466
Xianyang City,9,0.39425248,0.374539856,0.019712624,0.12116836,0.050949296,0.112506498,0.109628326,0.017190216,0.091696538,0.169001924,0.277888678
Xiangtan City,9,0.256428058,0.243606655,0.012821403,0.078921361,0.032974562,0.07349265,0.071039484,0.011147363,0.059768297,0.110489776,0.181405436
Xiangyang City,9,0.487412024,0.463041422,0.024370601,0.150089641,0.062581361,0.139399033,0.135341988,0.029506332,0.093409917,0.172870737,0.295786986
Xiaogan City,9,0.435162985,0.413404835,0.021758149,0.134101349,0.055666556,0.124637215,0.120757865,0.018794326,0.101828988,0.187620558,0.308243872
Xinzhou City,9,0.30860835,0.293177932,0.015430417,0.095289427,0.039617076,0.088288196,0.085413651,0.013307244,0.072208595,0.133214968,0.218730807
Xinxiang City,9,0.524750327,0.498512811,0.026237516,0.161526583,0.068061728,0.149572407,0.145589609,0.022640788,0.123165907,0.226147041,0.371953736
Xinyu City,9,0.11761114,0.111730583,0.005880557,0.036290209,0.015107089,0.033637504,0.032576339,0.005123323,0.027326128,0.050677855,0.083127306
Xinyang City,9,0.585353777,0.556086088,0.029267689,0.18046144,0.075190193,0.168404289,0.161297855,0.025423906,0.136912898,0.252601082,0.414937886
Xingtai City,9,0.699366011,0.664397711,0.034968301,0.215472898,0.08922399,0.200482131,0.194186991,0.030145714,0.163978483,0.301045314,0.495169511
Xuzhou City,9,0.860351407,0.817333836,0.04301757,0.265107484,0.110579612,0.246152376,0.238511935,0.052754195,0.164348978,0.303458022,0.520561195
Xuchang City,9,0.385353268,0.366085605,0.019267663,0.118661341,0.04957632,0.109924441,0.107191166,0.023544447,0.073693378,0.135831371,0.233069196
Xuancheng City,9,0.239684451,0.227700229,0.011984223,0.073883511,0.030945715,0.068502559,0.066352666,0.010366164,0.056144641,0.103236629,0.169747434
Ya'an City,9,0.138695304,0.131760539,0.006934765,0.042784991,0.01788916,0.03967726,0.038343893,0.005990108,0.032391724,0.059864741,0.098246573
Yantai City,9,0.640897032,0.608852181,0.032044852,0.197370208,0.082364083,0.183688387,0.177474354,0.038944697,0.151618561,0.19824509,0.388808348
Yan'an City,9,0.219599643,0.208619661,0.010979982,0.067905703,0.028274123,0.062534735,0.060885082,0.009529115,0.051301787,0.094640784,0.155471686
Yancheng City,9,0.688723728,0.654287542,0.034436186,0.211987867,0.088614017,0.196962297,0.191159547,0.042022988,0.1619491,0.212705743,0.416677831
Yangzhou City,9,0.424626922,0.403395576,0.021231346,0.130466235,0.054722573,0.121482041,0.117956073,0.025787527,0.081815921,0.150741863,0.258345311
Yangjiang City,9,0.223889435,0.212694963,0.011194472,0.068906802,0.028875692,0.064077963,0.062028977,0.009607478,0.064910195,0.084471121,0.158988794
Yangquan City,9,0.12174362,0.115656439,0.006087181,0.037546953,0.015658209,0.034881438,0.03365702,0.005288959,0.028485216,0.052312865,0.08608704
Yichun City (Heilongjiang),9,0.098020694,0.09311966,0.004901035,0.030307991,0.012582076,0.028004769,0.027125859,0.004246149,0.022913075,0.042245219,0.069404443
Yibin City,9,0.512455587,0.486832808,0.025622779,0.157516161,0.066158655,0.146887015,0.141893756,0.021976937,0.120074256,0.221146325,0.363197518
Yichang City,9,0.348419896,0.330998901,0.017420995,0.107071628,0.044628522,0.099753025,0.096966722,0.021217863,0.066917908,0.123180266,0.211316037
Yichun City (Jiangxi),9,0.533263693,0.506600508,0.026663185,0.164267303,0.068332033,0.152593967,0.148070389,0.022896958,0.125222151,0.229988036,0.378107145
Yiyang City,9,0.419174651,0.398215919,0.020958733,0.129552833,0.053366385,0.120075367,0.116180066,0.01821544,0.097719586,0.180281434,0.29621646
Yinchuan City,9,0.212794735,0.202154998,0.010639737,0.065494288,0.027461344,0.060784305,0.059054798,0.009285899,0.04964911,0.091437198,0.150372207
Yingtan City,9,0.108792923,0.103353277,0.005439646,0.033515015,0.013973589,0.031103031,0.030201287,0.004733149,0.025395995,0.04678056,0.076909704
Yingkou City,9,0.207823702,0.197432517,0.010391185,0.064100708,0.026754863,0.059359569,0.057608562,0.009008982,0.060007044,0.078207346,0.147223372
Yongzhou City,9,0.507796425,0.482406604,0.025389821,0.156638379,0.065375729,0.145371271,0.140411046,0.021871195,0.118691765,0.218940749,0.359503709
Yulin City (Shaanxi),9,0.330457683,0.313934799,0.016522884,0.101638751,0.042593246,0.094549086,0.0916766,0.020247891,0.063401989,0.116364666,0.200014546
Yulin City (Guangxi),9,0.579222329,0.550261212,0.028961116,0.178475657,0.074607059,0.165493398,0.160646214,0.025138052,0.135468077,0.248880772,0.409486901
Yuxi City,9,0.221698679,0.210613745,0.011084934,0.068271645,0.028597127,0.063477526,0.061352381,0.009607789,0.05179308,0.095457509,0.156858378
Yueyang City,9,0.552141983,0.524534884,0.027607099,0.169989641,0.07127557,0.15796425,0.152912522,0.033660679,0.105876766,0.195308028,0.334845473
Yunfu City,9,0.238303638,0.226388456,0.011915182,0.073486909,0.030592413,0.068325344,0.065898972,0.010349894,0.05563898,0.102414045,0.168402919
Yuncheng City,9,0.510346951,0.484829603,0.025517348,0.15733088,0.0656828,0.145756772,0.1415765,0.022201899,0.1190659,0.219567419,0.360835218
Zaozhuang City,9,0.37483038,0.356088861,0.018741519,0.115361437,0.048112291,0.107515389,0.103841263,0.016214827,0.08776563,0.161644962,0.265625419
Zhanjiang City,9,0.734938799,0.698191859,0.03674694,0.226977091,0.094559036,0.209533708,0.203868964,0.04482271,0.173881622,0.226871742,0.445576074
Zhangjiajie City,9,0.132573155,0.125944497,0.006628658,0.040851163,0.017041812,0.03781309,0.036867091,0.005710184,0.031084377,0.057191709,0.09398627
Zhangjiakou City,9,0.387819544,0.368428566,0.019390977,0.11932339,0.049790213,0.110789277,0.107916665,0.016890519,0.090705397,0.166218752,0.273814668
Zhangye City,9,0.126688056,0.120353653,0.006334403,0.039061223,0.016313021,0.036307499,0.035006312,0.00550986,0.029466828,0.054419335,0.089396023
Zhangzhou City,9,0.427565831,0.406187539,0.021378292,0.131769317,0.054794897,0.122244304,0.118757312,0.026054683,0.10064267,0.132640392,0.259337745
Changchun City,9,0.6638046,0.63061437,0.03319023,0.204438614,0.085438495,0.189634328,0.184293163,0.040651583,0.126791421,0.234776209,0.402219213
Changsha City,9,0.747123384,0.709767215,0.037356169,0.230855773,0.095941746,0.213107306,0.207218559,0.06541346,0.096170589,0.178113046,0.339697095
Changzhi City,9,0.336547346,0.319719979,0.016827367,0.103756945,0.043053595,0.096448866,0.09328794,0.01454772,0.078657871,0.144930902,0.238136493
Zhaotong City,9,0.499325091,0.474358837,0.024966255,0.153833418,0.063806756,0.143228147,0.13845677,0.021372129,0.117344515,0.215830496,0.35454714
Zhaoqing City,9,0.396623474,0.3767923,0.019831174,0.122119318,0.050960556,0.113820031,0.109723569,0.017170887,0.092443231,0.170610098,0.280224216
Zhenjiang City,9,0.298651626,0.283719045,0.014932581,0.092129097,0.038334548,0.085387488,0.082800494,0.018388715,0.0572702,0.105212332,0.180871247
Zhengzhou City,9,0.996587722,0.946758336,0.049829386,0.305457128,0.127742175,0.286487979,0.276900442,0.086795426,0.129710123,0.238557237,0.455062786
Zhongshan City,9,0.30546047,0.290187446,0.015273023,0.094017185,0.039134432,0.087411618,0.084897235,0.018662336,0.071859546,0.094183963,0.184705845
Zhongwei City,9,0.121349627,0.115282146,0.006067481,0.037373462,0.015601417,0.034799467,0.033575281,0.005249144,0.028350206,0.052059532,0.085658882
Chongqing,9,3.443852384,3.271659765,0.172192619,1.066421035,0.443291762,0.984352114,0.949787473,0.355968551,0.316498567,0.584202905,1.256670023
Zhoushan City,9,0.080978502,0.076929577,0.004048925,0.025014501,0.010461429,0.023103045,0.022399527,0.003501877,0.023398656,0.03047492,0.057375453
Zhoukou City,9,0.83099165,0.789442068,0.041549583,0.255874697,0.107094243,0.236712459,0.231310252,0.050897446,0.158302455,0.292445805,0.501645706
Zhuhai City,9,0.177057748,0.16820486,0.008852887,0.054608182,0.022752078,0.050449201,0.049248287,0.010775495,0.041947831,0.05480376,0.107527086
Zhuzhou City,9,0.374537762,0.355810874,0.018726888,0.115852408,0.048055119,0.106988021,0.103642213,0.022879203,0.071830621,0.132107175,0.226816999
Zhumadian City,9,0.678543353,0.644616186,0.033927168,0.208850662,0.087678656,0.194320568,0.187693468,0.0291264,0.159018004,0.292577054,0.480721458
Ziyang City,9,0.303968528,0.288770102,0.015198426,0.093738636,0.039179578,0.086816333,0.084233981,0.013149958,0.070885378,0.130884691,0.214920027
Zibo City,9,0.418383939,0.397464742,0.020919197,0.129156491,0.053856575,0.119473363,0.11589751,0.025584249,0.080064078,0.147290375,0.252938702
Zigong City,9,0.291741595,0.277154516,0.01458708,0.09000427,0.037609825,0.083455231,0.08067227,0.012622037,0.068179282,0.125680079,0.206481398
Zunyi City,9,0.651074541,0.618520814,0.032553727,0.200285254,0.083673013,0.186312317,0.180803958,0.03960379,0.124825718,0.229966391,0.394395899
Altay Prefecture,10,0.037669487,0.035786013,0.001883474,0.01147029,0.007844851,0.009136275,0.009218071,0.001617825,0.008824706,0.016241292,0.026683823
Ankang City,10,0.177783831,0.168894639,0.008889192,0.054121299,0.037047431,0.042880257,0.043734844,0.007703538,0.041580684,0.076539026,0.125823248
Anqing City,10,0.362833365,0.344691697,0.018141668,0.11038833,0.075615928,0.08814753,0.088681577,0.015704066,0.084839571,0.156552363,0.257096
Anshun City,10,0.146753167,0.139415509,0.007337658,0.044656064,0.030600131,0.035588656,0.035908316,0.006369378,0.034216291,0.063058949,0.103644618
Anyang City,10,0.453381976,0.430712877,0.022669099,0.137977329,0.094207625,0.11051058,0.110686442,0.019609102,0.105892803,0.195160117,0.320662022
Anshan City,10,0.23487975,0.223135762,0.011743987,0.071466376,0.048889989,0.056993609,0.057529776,0.010082479,0.054975524,0.10132444,0.166382443
Bayannur City,10,0.133537691,0.126860806,0.006676885,0.040603033,0.027843215,0.032465108,0.032626335,0.005727072,0.031256014,0.057664026,0.094647112
Bazhong City,10,0.227857007,0.216464157,0.01139285,0.069148358,0.047553693,0.055339889,0.055815066,0.009889134,0.053251238,0.09806101,0.161201382
Baicheng City,10,0.13727769,0.130413805,0.006863884,0.041779453,0.028464129,0.033354061,0.033680047,0.005939512,0.03214218,0.05909208,0.097173772
Baishan City,10,0.080573515,0.076544839,0.004028676,0.024543555,0.016751532,0.019526051,0.019752378,0.003479759,0.018860424,0.034764285,0.057104468
Baiyin City,10,0.121421592,0.115350513,0.00607108,0.036901336,0.02538145,0.02946851,0.029670297,0.005269978,0.028361288,0.052234377,0.085865643
Baise City,10,0.229385758,0.21791647,0.011469288,0.069627467,0.047666046,0.055741445,0.0563508,0.009912936,0.053621136,0.098988709,0.162522781
Bengbu City,10,0.302400456,0.287280433,0.015120023,0.09209347,0.06303874,0.073271836,0.07399641,0.013047428,0.070875408,0.130250441,0.214173277
Baotou City,10,0.239700429,0.227715408,0.011985021,0.072638544,0.049929093,0.058262045,0.058870747,0.010356543,0.056029354,0.103173066,0.169558963
Baoji City,10,0.256736989,0.24390014,0.012836849,0.077864567,0.053525576,0.062314451,0.063032396,0.011014719,0.060390551,0.110980633,0.182385903
Baoding City,10,0.782124397,0.743018177,0.03910622,0.238615366,0.162776941,0.189908841,0.190823249,0.047643042,0.150126915,0.276252597,0.474022554
Baoshan City,10,0.185659089,0.176376134,0.009282954,0.056479128,0.038637678,0.045218828,0.045323454,0.008034502,0.043408474,0.079775745,0.131218721
Beihai City,10,0.116125951,0.110319654,0.005806298,0.035383848,0.02410734,0.028273879,0.028360885,0.005048797,0.033414623,0.043646406,0.082109826
Beijing,10,2.420612465,2.299581842,0.121030623,0.737263114,0.503240056,0.588363709,0.591745585,0.249826738,0.222740715,0.411797389,0.884364842
