City,level,Total,car,airplane,Emission,ocean,oil,river
Yuxi City,1,0.257567851,0.257567851,0,0.255924775,0.025817606,0.182603392,0.047503777
Yueyang City,1,0.183924508,0.183883533,4.10E-05,0.182749014,0.018452622,0.130377295,0.033919097
Yunfu City,1,0.292125558,0.292125558,0,0.289973708,0.03068847,0.202550944,0.056734294
Yuncheng City,1,0.196246422,0.196070208,0.000176214,0.195051108,0.019693834,0.139011931,0.036345343
Zaozhuang City,1,0.884827037,0.884827037,0,0.878529658,0.089446263,0.624668092,0.164415303
Zhanjiang City,1,0.413969815,0.413471648,0.000498167,0.411285456,0.050693267,0.292816999,0.06777519
Zhangjiajie City,1,0.110582562,0.110582509,5.35E-08,0.109910695,0.011641098,0.076890465,0.021379132
Zhangjiakou City,1,0.592124814,0.592114005,1.08E-05,0.587957657,0.060244235,0.416753902,0.11095952
Zhangye City,1,1.212534677,1.212349973,0.000184704,1.205380616,0.123077207,0.855674657,0.226628752
Zhangzhou City,1,0.047492892,0.047492892,0,0.047168412,0.006345493,0.03229616,0.008526759
Changchun City,1,0.587394521,0.587187923,0.000206598,0.583437025,0.059136726,0.415292901,0.109007398
Changsha City,1,0.918859588,0.91683259,0.002026998,0.896788455,0.087072289,0.649520601,0.160195565
Changzhi City,1,0.529043415,0.528974566,6.88E-05,0.526035433,0.05362338,0.37377604,0.098636013
Zhaotong City,1,0.33228761,0.33227937,8.24E-06,0.330346208,0.033765305,0.234233129,0.062347774
Zhaoqing City,1,0.344887344,0.344887344,0,0.342880874,0.036062611,0.240096198,0.066722065
Zhenjiang City,1,0.162556179,0.162556179,0,0.161535337,0.016317447,0.115153922,0.030063968
Zhengzhou City,1,0.995639939,0.994411622,0.001228317,0.971571165,0.09140688,0.712074648,0.168089637
Zhongshan City,1,1.602488194,1.602488194,0,1.591364678,0.204131212,1.113542714,0.273690752
Zhongwei City,1,0.228314813,0.228157725,0.000157087,0.226885138,0.023067918,0.161391428,0.042425792
Chongqing,1,2.517272687,2.51494831,0.002324377,2.061179563,0.211348877,1.459724182,0.390106504
Zhoushan City,1,0.074503607,0.074497389,6.22E-06,0.07404832,0.009470456,0.051921609,0.012656255
Zhoukou City,1,0.264178127,0.264178127,0,0.262561692,0.026421727,0.187429714,0.048710251
Zhuhai City,1,0.695354221,0.695219082,0.000135139,0.690535858,0.088714783,0.483145013,0.118676062
Zhuzhou City,1,0.290528341,0.290528341,0,0.288746516,0.031900972,0.197948659,0.058896885
Zhumadian City,1,0.276183589,0.276183589,0,0.274491978,0.027739001,0.195611896,0.051141081
Ziyang City,1,0.302339599,0.302339599,0,0.30047632,0.030365026,0.214016223,0.056095071
Zibo City,1,0.460405857,0.460405857,0,0.45768952,0.04651691,0.325482031,0.085690579
Zigong City,1,0.2686576,0.2686576,0,0.266884025,0.027025473,0.190139443,0.049719109
Zunyi City,1,1.558699659,1.558541925,0.000157734,1.547724762,0.156175999,1.10320481,0.288343953
Altay Prefecture,2,1.179986547,1.163184854,0.016801693,1.172133353,0.120651935,0.829471558,0.22200986
Ankang City,2,0.726386185,0.698927018,0.027459167,0.720949607,0.074903271,0.507983838,0.138062498
Anqing City,2,1.482089187,1.481524665,0.000564522,1.471903642,0.149877284,1.04584141,0.276184948
Anshun City,2,2.160725559,2.159596012,0.001129547,2.147895306,0.22792682,1.501331902,0.418636584
Anyang City,2,1.434874968,1.434874968,0,1.425888266,0.144658975,1.015056972,0.266172319
Anshan City,2,1.577464348,1.577047913,0.000416435,1.567187479,0.157388341,1.118620877,0.291178261
Bayannur City,2,2.219888114,2.219692323,0.000195791,2.206636374,0.223843898,1.571304368,0.411488108
Bazhong City,2,4.113575727,4.111330305,0.002245422,4.084759819,0.43382885,2.850394752,0.800536217
Baicheng City,2,0.573432841,0.573127281,0.000305561,0.570102877,0.057627751,0.406086714,0.106388412
Baishan City,2,0.638021792,0.637666192,0.0003556,0.634203552,0.06424925,0.451240574,0.118713728
Baiyin City,2,0.698892447,0.698892447,0,0.694331948,0.070419334,0.494609029,0.129303585
Baise City,2,2.770997266,2.77068092,0.000316346,2.753587822,0.27953052,1.958978003,0.515079299
Bengbu City,2,0.637104221,0.637104221,0,0.633300774,0.064353988,0.450495547,0.118451239
Baotou City,2,3.347553351,3.346681512,0.000871839,3.328248665,0.338959553,2.364658736,0.624630376
Baoji City,2,1.620095063,1.620095063,0,1.610864058,0.161652253,1.149828492,0.299383313
Baoding City,2,6.753577149,6.753577149,0,6.710727871,0.678852871,4.781987598,1.249887402
Baoshan City,2,1.366999987,1.355804478,0.011195509,1.358397922,0.138461047,0.964720572,0.255216303
Beihai City,2,1.279652202,1.27624018,0.003412022,1.270919833,0.157183757,0.903004774,0.210731302
Beijing,2,8.674710785,8.343274492,0.331436293,7.083727419,1.055859885,4.086518174,1.94134936
Benxi City,2,0.451758097,0.451758097,0,0.44897585,0.04548401,0.319736144,0.083755696
Bijie City,2,4.769729385,4.765426245,0.00430314,4.737937103,0.477770715,3.379680682,0.880485706
Binzhou City,2,3.700297253,3.700297253,0,3.679656058,0.45448045,2.618465728,0.60670988
Bozhou City,2,1.22928443,1.22928443,0,1.221122885,0.124109902,0.866861989,0.230150994
Cangzhou City,2,2.108237063,2.108237063,0,2.09252911,0.258061527,1.488142487,0.346325096
Chamdo City,2,2.700080071,2.688091564,0.011988508,2.685195171,0.273620289,1.906783367,0.504791515
Changde City,2,1.255212107,1.248514796,0.00669731,1.246838197,0.126513271,0.888287715,0.232037211
Changzhou City,2,1.431878487,1.430172539,0.001705948,1.422862162,0.143950561,1.013319239,0.265592362
Chaohu City,2,0.869550933,0.869550933,0,0.864344838,0.088348516,0.613369794,0.162626528
Chaoyang City,2,1.118977774,1.114820684,0.004157091,1.111486874,0.113526326,0.789594495,0.208366053
Chaozhou City,2,1.059168498,1.059168498,0,1.052760603,0.129638224,0.749176384,0.173945995
Chenzhou City,2,1.208567079,1.208567079,0,1.200216359,0.121307308,0.855216719,0.223692332
Chengdu City,2,9.548946911,9.539087522,0.009859388,9.317805924,0.90902349,6.736569731,1.672212703
Chengde City,2,2.403742468,2.403714246,2.82E-05,2.388999135,0.241149124,1.703152967,0.444697044
Chizhou City,2,0.403850539,0.403494547,0.000355992,0.401037086,0.040853821,0.285310957,0.074872308
Chifeng City,2,13.6018505,13.60056348,0.001287024,13.5181762,1.368755756,9.638755472,2.510664973
Chongzuo City,2,1.346713935,1.346713935,0,1.339332326,0.136608723,0.951851858,0.250871745
Chuzhou City,2,1.831751265,1.831751265,0,1.821051951,0.185762052,1.293673683,0.341616216
Chuxiong Yi Autonomous Prefecture,2,1.053580458,1.053580458,0,1.046665957,0.106131938,0.745230958,0.195303061
Dazhou City,2,1.411359841,1.410828522,0.000531318,1.402850039,0.143009737,0.996415564,0.263424738
Dali Bai Autonomous Prefecture,2,2.510978941,2.506912114,0.004066827,2.497052797,0.251650495,1.779562858,0.465839444
Dalian City,2,5.595646611,5.585429589,0.010217022,5.561778836,0.683125987,3.956956075,0.921696774
Daqing City,2,2.508026964,2.506282461,0.001744504,2.493828286,0.253581423,1.773932209,0.466314654
Datong City,2,2.620997815,2.618001694,0.002996121,2.605793803,0.262974349,1.856801467,0.486017987
Dandong City,2,1.160927022,1.16087228,5.47E-05,1.153718449,0.141941474,0.821307424,0.190469551
Deyang City,2,1.398013576,1.398013576,0,1.389928977,0.140908486,0.989734351,0.25928614
Dezhou City,2,9.483461071,9.483461071,0,9.416252983,0.95698577,6.701643333,1.75762388
Diqing Tibetan Autonomous Prefecture,2,0.441035931,0.437928617,0.003107314,0.438194087,0.044718203,0.310806202,0.082669682
Dingxi City,2,8.960960397,8.960960397,0,8.907121033,0.813809357,6.594292603,1.499019073
Dongguan City,2,8.187733703,8.187733703,0,8.142657027,1.050139225,5.69631008,1.396207722
Dongying City,2,3.991281442,3.987200939,0.004080503,3.965892306,0.484830775,2.829783459,0.651278072
Ordos City,2,2.536238698,2.534153917,0.002084781,2.52029966,0.255338739,1.794279246,0.470681675
Ezhou City,2,0.599587769,0.599587769,0,0.596108115,0.060830723,0.423435977,0.111841415
Enshi Tujia and Miao Autonomous Prefecture,2,2.657690369,2.655830703,0.001859666,2.641117455,0.2787224,1.848399735,0.51399532
Fangchenggang City,2,1.216925875,1.216925875,0,1.209900369,0.162490119,0.829804006,0.217606244
Foshan City,2,14.84850345,14.84820629,0.000297156,14.48983383,1.414788964,10.46338287,2.611661995
Fuzhou City (Fujian),2,1.219858573,1.21667179,0.003186783,1.190683407,0.134926563,0.874453332,0.181303512
Fushun City,2,1.224263495,1.224263495,0,1.215770373,0.122811254,0.865936948,0.227022171
Fuzhou City (Jiangxi),2,0.563248441,0.563248441,0,0.560205245,0.061643305,0.385152865,0.113409075
Fuxin City,2,1.211972594,1.211972594,0,1.203736264,0.12189039,0.857529801,0.224316073
Fuyang City,2,1.416936089,1.415727112,0.001208977,1.408074357,0.141895892,1.004086679,0.262091786
Ganzhou City,2,2.373029362,2.37215634,0.000873022,2.358090157,0.259434843,1.622028773,0.476626541
Guyuan City,2,1.105233595,1.100626668,0.004606927,1.098330059,0.112263488,0.779527219,0.206539352
Guang'an City,2,0.973737572,0.973737572,0,0.968103767,0.098037588,0.688418541,0.181647638
Guangyuan City,2,2.219110121,2.207490218,0.011619902,2.205628104,0.223291382,1.569030589,0.413306133
Guangzhou City,2,10.85471083,10.8123018,0.042409032,8.874534527,1.209364812,6.039295591,1.625874124
Guigang City,2,1.450090835,1.450090835,0,1.442947449,0.152483527,1.009856047,0.280607875
Guiyang City,2,3.517188401,3.474916401,0.042272,3.491140998,0.356509994,2.47947836,0.655152644
Guilin City,2,4.254081334,4.25041477,0.003666564,4.226876673,0.4648448,2.907045943,0.85498593
Harbin City,2,4.58179728,4.57695864,0.00483864,4.553008651,0.463088555,3.240879228,0.849040868
Hami City,2,2.17496655,2.17467673,0.00028982,2.161944776,0.218247674,1.541662238,0.402034864
Haidong City,2,1.334298723,1.334298723,0,1.325414164,0.135069172,0.941775762,0.24856923
Haikou City,2,0.844902373,0.835164309,0.009738063,0.839222722,0.104305593,0.595574831,0.139342298
Handan City,2,3.752838164,3.750739687,0.002098478,3.727333684,0.37442021,2.661268921,0.691644553
Hanzhong City,2,1.58711771,1.582362263,0.004755448,1.577006305,0.168293835,1.099343575,0.309368895
Hangzhou City,2,3.899425657,3.889397626,0.010028031,3.803507566,0.370961316,2.748464209,0.684082041
Hefei City,2,4.205740919,4.201042578,0.004698341,4.104348129,0.425668725,2.895820636,0.782858768
Hechi City,2,2.626609315,2.626557022,5.23E-05,2.609302246,0.276601851,1.825103045,0.50759735
Heyuan City,2,1.583555399,1.583555399,0,1.574136247,0.174328321,1.0796246,0.320183326
Heze City,2,5.801523519,5.801523519,0,5.761364943,0.589347649,4.088011013,1.084006281
Hezhou City,2,1.066128811,1.066128811,0,1.060030569,0.117578632,0.726971273,0.215480664
Hebi City,2,1.019413163,1.019413163,0,1.012579194,0.102175197,0.721778187,0.18862581
Hegang City,2,0.660087709,0.660087709,0,0.65522522,0.066192452,0.467085065,0.121947703
Heihe City,2,1.433109401,1.431988865,0.001120536,1.424794375,0.143851462,1.015485462,0.265457451
Hengshui City,2,5.557875043,5.557875043,0,5.521001788,0.563448278,3.919976838,1.037576672
Hengyang City,2,1.786846027,1.786356135,0.000489891,1.77363745,0.179146959,1.263969241,0.33052125
Honghe Hani and Yi Autonomous Prefecture,2,1.537026856,1.537026856,0,1.527186893,0.154844578,1.086729437,0.285612878
Hohhot City,2,3.940096894,3.934168924,0.005927969,3.918914143,0.398666927,2.785611539,0.734635677
Hulunbuir City,2,2.423653805,2.408546297,0.015107508,2.407754897,0.244053506,1.712908144,0.450793247
Huludao City,2,0.523031679,0.523031679,0,0.519791732,0.063989982,0.370525184,0.085276566
Huzhou City,2,1.257208189,1.257208189,0,1.248735787,0.131840117,0.874711638,0.242184032
Huaihua City,2,1.657565721,1.656708116,0.000857605,1.647070194,0.166759174,1.174044263,0.306266757
Huai'an City,2,0.478917189,0.47738612,0.001531069,0.475337458,0.047819141,0.339543147,0.08797517
Huaibei City,2,2.876680035,2.876680035,0,2.858318379,0.289818005,2.033849563,0.534650811
Huainan City,2,0.742332726,0.742332726,0,0.737970634,0.074687945,0.525666206,0.137616483
Huanggang City,2,1.82805777,1.82805777,0,1.816297969,0.18374194,1.29348555,0.339070479
Huangshan City,2,6.571063846,6.568924035,0.002139812,6.530895865,0.694581781,4.55928027,1.277033814
Huangshi City,2,1.371430785,1.371430785,0,1.363312222,0.138610594,0.968671944,0.256029684
Huizhou City,2,7.253413634,7.252314642,0.001098992,7.201374426,0.970705466,4.935325679,1.295343281
Jixi City,2,2.02162537,2.021178016,0.000447355,2.009224977,0.204330606,1.428454435,0.376439936
Ji'an City (Jiangxi),2,1.474911994,1.473985648,0.000926346,1.464649031,0.160219776,1.008273358,0.296155897
Jilin City,2,1.349183839,1.349183839,0,1.341268669,0.135904254,0.954991468,0.250372947
Jinan City,2,6.519315065,6.505175628,0.014139437,6.364638515,0.662687238,4.483405428,1.218545849
Jining City,2,10.05542544,10.05506939,0.000356048,9.991286391,1.018696319,7.097799049,1.874791023
Jiamusi City,2,1.469285545,1.469139862,0.000145683,1.459271934,0.147064638,1.040568434,0.271638862
Jiaxing City,2,1.265619704,1.265619704,0,1.256797201,0.161529795,0.880133887,0.215133519
Jiayuguan City,2,0.115317235,0.114210314,0.001106921,0.114597973,0.011764187,0.081255007,0.021578779
Jiangmen City,2,5.889881353,5.889881353,0,5.843258925,0.783880729,4.011430205,1.047947991
Jiaozuo City,2,0.486495078,0.486495078,0,0.483456773,0.048871757,0.344322635,0.090262381
Jieyang City,2,1.773915069,1.771759107,0.002155962,1.763194133,0.237362324,1.207755777,0.318076032
Jinchang City,2,0.276149389,0.274385351,0.001764038,0.274413087,0.027742219,0.19537643,0.051294438
Jinhua City,2,1.897455874,1.897225889,0.000229986,1.88469632,0.20746647,1.295220582,0.382009268
Jinzhou City,2,1.228667805,1.228604674,6.31E-05,1.221120007,0.150684661,0.868640505,0.201794841
Jincheng City,2,0.773061916,0.773061916,0,0.768302771,0.078020095,0.546185568,0.144097108
Jinzhong City,2,1.810714756,1.810714756,0,1.798004996,0.18375622,1.275678282,0.338570494
Jingmen City,2,1.079518349,1.079518349,0,1.072880397,0.109147402,0.762874889,0.200858106
Jingzhou City,2,1.834014451,1.834014451,0,1.822383348,0.1851998,1.295506269,0.341677279
Jingdezhen City,2,1.475774885,1.472974242,0.002800642,1.466987893,0.155091388,1.025395403,0.286501102
Jiujiang City,2,3.837256831,3.837256831,0,3.811170049,0.386260185,2.715368503,0.709541361
Jiuquan City,2,0.629303717,0.625578628,0.00372509,0.625311488,0.063532122,0.444941612,0.116837754
Kashgar Prefecture,2,20.14042296,20.10960872,0.03081424,20.01554808,2.03454209,14.24405241,3.736953584
Kaifeng City,2,0.829381754,0.829381754,0,0.824809628,0.083800718,0.586987213,0.154021697
Karamay City,2,3.422129768,3.411764501,0.010365268,3.400834796,0.343318402,2.425753159,0.631763235
Kizilsu Kirgiz Autonomous Prefecture,2,2.412771445,2.412771445,0,2.399255632,0.244517163,1.705550051,0.449188418
Kunming City,2,5.109514254,5.031444638,0.078069616,5.071693736,0.518762575,3.592597966,0.960333195
Lhasa City,2,3.024944037,3.013350944,0.011593092,3.005981202,0.30464152,2.140550658,0.560789024
Laibin City,2,0.947079507,0.947079507,0,0.941764565,0.100044382,0.657799798,0.183920385
Lanzhou City,2,2.7965601,2.792629685,0.003930416,2.779192997,0.283176589,1.97339995,0.522616458
Langfang City,2,2.390563046,2.390563046,0,2.373619877,0.240542943,1.689391171,0.443685763
Leshan City,2,1.358056209,1.358056209,0,1.349313594,0.142942179,0.94276895,0.263602465
Lijiang City,2,1.209810336,1.202149748,0.007660588,1.20214468,0.12194056,0.855829127,0.224374993
Lishui City,2,0.322486181,0.322486181,0,0.320620452,0.035272992,0.220165427,0.065182033
Lianyungang City,2,0.883546374,0.883226943,0.000319431,0.877086922,0.10828671,0.623179736,0.145620476
Liaoyang City,2,0.760414595,0.760414595,0,0.755918508,0.077561817,0.536196684,0.142160007
Liaoyuan City,2,0.731109518,0.731109518,0,0.72645597,0.074174117,0.516494987,0.135786866
Liaocheng City,2,2.171391781,2.171391781,0,2.158593364,0.196631137,1.600291288,0.361670939
Nyingchi City,2,1.88458793,1.874709757,0.009878173,1.871894945,0.189696505,1.333747292,0.348451148
Lincang City,2,1.69524656,1.694873959,0.0003726,1.683841101,0.16957086,1.200870679,0.313399562
Linfen City,2,0.974253529,0.973458581,0.000794948,0.968660876,0.097554945,0.691274837,0.179831094
Linyi City,2,4.455624835,4.453980801,0.001644034,4.425016328,0.449596665,3.145745102,0.829674561
Liuzhou City,2,2.970983477,2.970617014,0.000366463,2.949570343,0.327242145,2.017943927,0.604384271
Lu'an City,2,1.105184342,1.105184342,0,1.098694144,0.111092983,0.78278643,0.204814731
Liupanshui City,2,1.939968279,1.938474672,0.001493607,1.927823006,0.194986927,1.372163932,0.360672147
Longyan City,2,0.471485532,0.471452567,3.30E-05,0.468693761,0.047497271,0.333599437,0.087597053
Longnan City,2,1.438009506,1.435297557,0.002711949,1.429296509,0.145358016,1.015913199,0.268025294
Loudi City,2,0.898541025,0.898541025,0,0.892590103,0.098212628,0.612740043,0.181637432
Luzhou City,2,2.212930807,2.202856202,0.010074605,2.198244098,0.223934714,1.56174039,0.412568994
Luoyang City,2,0.987684768,0.982756991,0.004927777,0.981005632,0.099296727,0.698074873,0.183634032
Luohe City,2,0.975413318,0.975413318,0,0.969289457,0.098398535,0.689275871,0.181615051
L¨¹liang City,2,0.656656784,0.656208546,0.000448238,0.65217595,0.066114211,0.464033686,0.122028053
Ma'anshan City,2,1.45824832,1.45824832,0,1.449813999,0.146947883,1.031858169,0.271007947
Maoming City,2,3.76608806,3.76608806,0,3.74165098,0.477796963,2.621510399,0.642343618
Meishan City,2,2.744094649,2.744094649,0,2.726943272,0.287011604,1.907888752,0.532042916
Meizhou City,2,4.169285851,4.168850036,0.000435814,4.143334803,0.437166529,2.897993768,0.808174506
Mianyang City,2,1.708449154,1.675386047,0.033063107,1.697713934,0.172844162,1.206413559,0.318456213
Mudanjiang City,2,1.261544798,1.261398567,0.000146231,1.253840426,0.127036035,0.893887076,0.232917315
Nagqu City,2,2.58246968,2.58246968,0,2.566114118,0.260401266,1.826332637,0.479380215
Nanchang City,2,3.906175,3.90106283,0.00511217,3.880967858,0.411842553,2.712537974,0.756587331
Nanchong City,2,2.732900104,2.712662312,0.020237792,2.716092819,0.276065076,1.932879741,0.507148002
Nanjing City,2,4.881656321,4.875288377,0.006367944,4.764682782,0.496653907,3.353974674,0.914054201
Nanning City,2,6.706716998,6.702311321,0.004405677,6.664879983,0.674241501,4.745533097,1.245105385
Nanping City,2,0.488572165,0.488260951,0.000311214,0.485802015,0.053717337,0.333279496,0.098805182
Nantong City,2,1.734426612,1.731919795,0.002506817,1.693124425,0.192859955,1.241114821,0.259149649
Nanyang City,2,1.907736207,1.903357935,0.004378272,1.894277419,0.190270799,1.351747778,0.352258842
Neijiang City,2,6.383632119,6.383632119,0,6.345662081,0.650978791,4.495969773,1.198713517
Ningbo City,2,5.602146981,5.597529169,0.004617812,5.464789044,0.679685069,3.874727504,0.910376471
